"PerNo","PerStatus","年資層級A","年齡層級","年資層級B","升遷速度","眷屬量","婚姻狀況","工作資歷5","近一年請假數B","近三月請假數B","sex","近一年請假數A","特殊專案佔比","訓練時數C","任職前工作平均年數","工作分類"
282,0,5,9,4,2,0,1,0,0,0,1,6,0,2,2,1
282,0,5,10,4,2,0,1,0,0,0,1,4,0,1,2,1
283,0,2,4,2,1,1,1,1,0,0,1,5,2,1,0,1
283,0,2,4,2,1,1,1,1,0,0,1,6,5,0,0,1
283,0,2,4,2,1,1,1,1,0,0,1,5,2,9,0,1
283,0,2,5,2,2,1,1,1,0,0,1,6,3,3,0,1
284,0,1,2,1,1,0,2,0,0,0,0,6,2,2,0,1
284,0,1,3,1,1,0,2,0,0,0,0,8,2,2,0,1
284,1,2,3,2,1,0,2,0,2,2,0,11,3,2,0,1
285,0,5,8,1,2,2,1,0,0,0,0,6,0,2,2,1
285,0,5,9,2,2,2,1,0,0,0,0,6,0,1,2,1
285,0,5,9,2,2,2,1,0,0,0,0,6,0,1,2,1
285,1,5,9,2,3,0,1,0,0,0,0,7,0,3,2,1
287,0,2,5,1,1,2,1,0,0,0,1,7,1,2,1,1
287,0,2,6,1,1,2,1,0,0,0,1,7,1,2,1,1
287,0,2,6,1,2,2,1,0,0,0,1,7,0,5,1,1
289,0,6,11,6,7,2,1,0,0,0,1,6,0,3,0,1
289,0,6,12,6,7,2,1,0,0,0,1,6,0,1,0,1
289,0,6,12,6,8,2,1,0,0,0,1,6,0,1,0,1
289,0,7,12,7,8,2,1,0,0,0,1,2,2,1,0,1
290,0,4,7,4,2,1,2,0,0,0,1,6,0,1,0,1
290,0,5,7,5,2,1,1,0,0,0,1,6,1,2,0,1
290,0,5,7,5,3,2,1,0,0,0,1,6,1,1,0,1
290,0,5,8,5,3,2,1,0,0,0,1,5,4,0,0,1
291,0,1,4,1,1,0,2,0,0,0,1,8,4,3,1,1
291,0,1,4,1,1,0,2,0,0,0,1,8,3,1,1,1
291,0,1,4,1,2,0,2,0,0,0,1,7,0,3,1,1
292,1,1,2,1,1,0,2,0,0,0,1,9,1,1,0,1
294,0,6,10,6,4,2,1,0,0,0,0,7,4,0,0,1
294,0,6,11,6,4,2,1,0,0,0,0,7,5,1,0,1
294,0,6,11,6,5,2,1,0,0,0,0,6,5,1,0,1
294,0,7,11,6,5,1,1,0,0,0,0,5,6,1,0,1
296,0,4,9,3,5,1,1,0,0,0,0,5,4,1,1,2
296,0,5,9,4,5,1,1,0,0,0,0,8,5,1,1,2
296,0,5,9,4,5,1,1,0,0,0,0,6,1,1,1,2
296,1,5,10,4,6,1,1,0,0,0,0,9,5,1,1,2
297,1,2,7,1,1,1,1,0,0,0,1,7,1,3,1,1
301,0,7,13,7,6,1,1,0,0,0,1,6,1,0,0,1
302,0,2,5,1,1,1,1,0,0,0,1,5,1,1,0,1
302,0,2,5,1,1,2,1,0,0,0,1,5,2,1,0,1
302,0,2,6,1,1,2,1,0,0,0,1,6,1,2,0,1
303,0,2,5,2,3,2,1,1,0,0,1,7,0,1,0,1
303,0,3,5,3,4,2,1,1,0,0,1,11,1,1,0,1
305,0,7,12,7,8,1,1,0,0,0,1,6,2,4,1,1
305,0,7,13,7,8,1,1,0,0,0,1,6,2,1,1,1
306,0,4,7,3,1,1,2,0,0,0,1,7,0,1,1,1
306,0,4,7,3,2,1,2,0,0,0,1,10,0,1,1,1
306,0,4,7,3,2,1,2,0,0,0,1,10,0,1,1,1
306,0,4,8,4,2,1,2,0,0,0,1,11,0,1,1,1
308,0,7,12,6,7,1,1,0,0,0,1,6,0,1,1,1
308,0,7,13,6,7,1,1,0,0,0,1,6,0,0,1,1
309,0,1,3,1,1,0,2,0,0,0,1,5,1,3,1,1
311,0,2,5,1,1,1,1,0,0,0,0,8,2,2,3,1
311,0,3,5,1,2,0,1,0,0,0,0,8,1,1,3,1
311,0,3,6,1,2,1,1,0,0,0,0,8,8,1,3,1
311,0,3,6,2,2,2,1,0,0,0,0,7,4,1,3,1
312,1,3,5,3,1,2,1,1,0,0,1,6,0,1,0,1
313,0,3,5,3,3,1,1,0,0,0,1,5,0,4,1,1
313,0,3,5,3,3,1,1,0,0,0,1,6,0,2,1,1
313,0,3,6,3,3,1,1,0,0,0,1,6,1,3,1,1
313,0,3,6,3,4,1,1,0,0,0,1,5,0,3,1,1
314,0,7,12,7,7,2,1,0,0,0,1,10,4,1,1,1
314,0,7,13,7,7,2,1,0,0,0,1,10,5,0,1,1
318,0,1,4,1,2,0,1,1,0,0,1,7,1,1,0,1
321,0,3,6,1,2,1,2,0,0,0,0,7,2,1,1,1
321,0,3,6,1,2,1,2,0,0,0,0,7,0,2,1,1
321,0,3,6,2,2,1,2,0,0,0,0,7,1,3,1,1
321,0,3,7,2,2,1,2,0,0,0,0,7,2,1,1,1
322,0,1,5,1,1,1,1,0,0,0,1,6,0,3,1,1
322,0,1,6,1,1,1,1,0,0,0,1,6,2,3,1,1
322,0,2,6,1,1,1,1,0,0,0,1,7,3,1,1,1
325,0,1,3,1,2,0,1,1,0,0,1,9,0,3,0,1
325,0,2,3,2,2,0,1,1,0,0,1,9,0,2,0,1
325,0,2,4,2,2,0,1,1,0,0,1,9,1,2,0,1
325,0,2,4,2,3,0,1,1,0,0,1,8,1,0,0,1
327,0,2,5,1,1,1,1,0,0,0,1,7,0,2,1,1
332,0,6,11,6,1,1,1,0,0,0,0,4,5,1,1,1
332,0,6,11,6,2,1,1,0,0,0,0,5,2,3,1,1
332,0,6,12,6,2,1,1,0,0,0,0,6,1,3,1,1
332,0,7,12,6,2,1,1,0,0,0,0,6,6,4,1,1
333,0,5,10,5,1,2,1,0,0,0,1,5,1,1,0,1
333,0,5,10,5,1,2,1,0,0,0,1,4,1,2,0,1
333,0,5,10,5,2,2,1,0,0,0,1,5,0,6,0,1
333,0,5,11,5,2,2,1,0,0,0,1,4,0,2,0,1
338,0,4,8,4,3,0,2,0,0,0,1,6,3,1,1,1
338,0,4,8,4,3,0,2,0,0,0,1,6,0,2,1,1
338,0,5,8,4,4,0,2,0,0,0,1,10,2,1,1,1
338,0,5,9,5,4,0,2,0,0,0,1,3,3,1,1,1
339,0,1,5,1,1,0,2,0,7,6,0,8,0,1,0,1
339,0,1,5,1,2,0,2,0,1,1,0,9,0,3,0,1
339,0,1,5,1,2,0,2,0,1,1,0,11,1,1,0,1
343,0,2,4,2,2,0,1,1,0,0,1,5,0,3,0,1
343,0,3,4,3,2,0,1,1,0,0,1,7,0,4,0,1
343,0,3,5,3,2,0,1,1,0,0,1,6,1,1,0,1
343,0,3,5,3,3,0,1,1,0,0,1,6,1,1,0,1
344,0,5,9,4,5,2,1,0,0,0,1,6,1,1,1,1
344,0,5,10,4,5,2,1,0,0,0,1,6,1,2,1,1
344,0,5,10,5,6,2,1,0,0,0,1,6,1,1,1,1
344,0,5,10,5,6,2,1,0,0,0,1,5,1,1,1,1
345,0,2,6,1,1,1,2,0,0,0,1,7,8,5,1,1
346,0,7,12,7,3,1,1,0,0,0,1,6,15,1,1,1
346,0,7,12,7,3,1,1,0,0,0,1,6,15,1,1,1
346,0,7,12,7,4,1,1,0,0,0,1,6,15,1,1,1
346,0,7,13,7,4,1,1,0,0,0,1,6,4,1,1,1
349,0,1,3,1,1,0,2,0,0,0,1,6,1,1,1,1
350,0,3,5,1,1,0,2,0,0,0,1,5,0,5,2,1
350,0,3,6,1,1,1,2,0,0,0,1,7,0,3,2,1
350,0,3,6,2,1,1,2,0,0,0,1,6,0,4,2,1
350,0,3,6,2,2,1,2,0,0,0,1,6,0,2,2,1
351,0,2,6,1,2,3,1,0,0,0,1,8,2,2,1,1
351,0,2,6,1,2,3,1,0,0,0,1,10,1,1,1,1
351,0,2,7,2,2,3,1,0,0,0,1,8,1,1,1,1
351,1,2,7,2,1,3,1,0,0,0,1,10,1,1,1,1
352,0,2,8,2,2,3,1,0,0,0,0,6,2,3,2,1
352,0,3,9,2,3,3,1,0,0,0,0,6,0,5,2,1
352,0,3,9,2,1,3,1,0,0,0,0,6,1,2,2,1
352,0,3,9,2,1,3,1,0,0,0,0,5,1,3,2,1
353,0,4,8,4,5,1,2,0,0,0,0,6,0,2,1,1
353,0,4,8,4,6,1,2,0,0,0,0,5,1,1,1,1
353,0,4,9,4,6,1,2,0,0,0,0,6,1,2,1,1
353,0,5,9,4,6,1,2,0,0,0,0,6,10,4,1,1
354,1,2,7,2,3,1,1,1,0,0,1,10,0,1,0,1
355,0,6,11,6,1,1,1,0,0,0,1,11,5,1,1,1
355,0,6,11,6,2,1,1,0,0,0,1,11,0,1,1,1
355,0,6,11,6,2,2,1,0,0,0,1,7,2,1,1,1
355,0,6,12,6,2,1,1,0,0,0,1,7,2,1,1,1
358,0,6,11,4,3,1,1,0,0,0,1,6,0,1,2,1
358,0,7,11,4,3,1,1,0,0,0,1,6,1,0,2,1
358,0,7,12,4,3,1,1,0,0,0,1,7,0,1,2,1
358,0,7,12,5,4,1,1,0,0,0,1,7,1,1,2,1
359,1,2,4,2,3,0,2,1,0,0,1,6,0,1,0,1
361,0,1,5,1,2,1,1,0,0,0,1,7,1,1,1,1
361,0,2,6,1,2,2,1,0,0,0,1,5,0,5,1,1
361,0,2,6,2,2,2,1,0,0,0,1,6,0,3,1,1
361,0,2,6,2,3,2,1,0,0,0,1,8,1,2,1,1
364,0,6,10,6,5,2,1,0,0,0,1,6,0,1,1,1
364,0,6,10,6,5,2,1,0,0,0,1,6,1,1,1,1
364,0,6,10,6,6,2,1,0,0,0,1,6,0,2,1,1
364,0,6,11,6,6,2,1,0,0,0,1,3,1,1,1,1
365,0,3,7,1,1,2,1,0,0,0,1,7,0,3,2,1
365,0,3,8,1,2,2,1,0,0,0,1,6,2,2,2,1
365,0,4,8,1,2,2,1,0,0,0,1,7,0,7,2,1
366,0,3,5,3,4,0,1,1,0,0,1,6,0,1,0,1
366,0,3,5,3,4,0,1,1,0,0,1,6,0,1,0,1
366,0,3,6,3,4,0,1,1,0,0,1,7,0,1,0,1
368,0,5,9,5,6,2,1,0,0,0,0,6,0,0,1,1
368,0,5,10,5,6,2,1,0,0,0,0,5,0,1,1,1
368,0,5,10,5,6,2,1,0,0,0,0,6,0,1,1,1
368,0,6,10,5,6,2,1,0,0,0,0,4,0,1,1,1
369,0,5,12,4,3,1,1,0,0,0,0,6,0,2,2,1
369,0,6,12,5,4,0,1,0,0,0,0,2,0,1,2,1
370,0,2,4,1,2,1,1,0,0,0,1,5,4,1,1,1
370,0,2,4,1,2,1,1,0,0,0,1,8,6,1,1,1
370,0,2,5,2,2,1,1,0,0,0,1,9,2,2,1,1
370,1,2,5,2,2,1,1,0,0,0,1,9,6,2,1,1
371,0,5,9,4,3,2,1,0,0,0,0,8,0,1,1,2
371,0,5,9,5,4,0,1,0,0,0,0,6,1,0,1,2
371,0,5,10,5,4,2,1,0,0,0,0,3,1,1,1,2
371,1,6,10,5,4,2,1,0,0,0,0,4,2,0,1,2
372,0,4,6,4,4,1,1,0,0,0,0,3,0,0,1,1
372,0,4,7,4,4,1,1,0,0,0,0,6,0,1,1,1
372,0,4,7,4,4,1,1,0,0,0,0,7,0,1,1,1
372,0,5,7,4,5,1,1,0,0,0,0,7,0,1,1,1
373,0,7,12,6,3,1,1,0,0,0,0,9,0,1,1,1
373,0,8,12,7,3,1,1,0,0,0,0,7,0,1,1,1
373,0,8,12,7,3,1,1,0,0,0,0,7,0,1,1,1
373,0,8,13,7,4,1,1,0,0,0,0,7,0,1,1,1
375,0,2,4,2,3,0,1,1,0,0,1,6,15,1,0,1
375,1,2,4,2,1,0,1,1,0,0,1,11,10,1,0,1
376,0,2,6,2,3,2,1,1,0,0,1,6,0,1,0,1
376,0,2,7,2,3,2,1,1,0,0,1,6,1,1,0,1
376,0,2,7,2,1,2,1,1,0,0,1,6,1,1,0,1
377,0,3,5,3,4,3,1,0,0,0,0,6,4,2,1,1
377,0,3,6,3,4,3,1,0,0,0,0,7,0,1,1,1
377,0,4,6,3,4,3,1,0,0,0,0,6,4,1,1,1
377,0,4,6,3,5,3,1,0,0,0,0,7,3,1,1,1
378,0,3,7,3,4,0,1,0,0,0,0,7,0,1,1,1
378,0,3,8,3,5,0,1,0,0,0,0,6,0,3,1,1
378,0,3,8,3,5,0,1,0,0,0,0,6,0,1,1,1
378,0,4,8,4,5,0,1,0,0,0,0,7,4,1,1,1
379,0,2,4,1,1,1,2,0,0,0,1,5,0,1,1,1
379,0,2,4,1,1,2,2,0,0,0,1,6,0,1,1,2
379,0,2,4,2,1,2,2,0,0,0,1,6,0,1,1,2
380,0,2,6,2,3,2,1,0,0,0,1,10,4,2,1,1
380,0,3,6,2,1,2,1,0,0,0,1,11,5,5,1,1
380,0,3,6,3,1,2,1,0,0,0,1,9,2,4,1,1
380,0,3,7,3,1,2,1,0,0,0,1,11,2,4,1,1
382,0,5,9,5,5,2,1,0,0,0,0,6,4,1,1,1
382,0,6,10,5,1,2,1,0,0,0,0,6,7,1,1,1
382,0,6,10,5,1,2,1,0,0,0,0,7,4,2,1,1
382,0,6,10,6,1,2,1,0,0,0,0,10,5,2,1,1
384,0,4,12,4,3,0,1,0,0,0,0,6,0,1,1,1
384,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
385,0,6,11,6,3,1,1,0,0,0,1,4,3,1,2,1
385,0,7,11,7,4,1,1,0,0,0,1,5,4,2,2,1
385,0,7,12,7,4,1,1,0,0,0,1,5,0,2,2,1
385,0,7,12,7,4,1,1,0,0,0,1,7,0,5,2,1
386,1,3,7,1,2,0,1,0,0,0,1,10,0,2,2,1
389,0,4,9,4,6,1,1,0,0,0,1,6,7,1,1,1
389,0,4,9,4,6,1,1,0,0,0,1,6,6,1,1,1
389,0,5,9,4,1,1,1,0,0,0,1,6,6,1,1,1
389,0,5,10,5,1,1,1,0,0,0,1,4,3,1,1,1
390,0,1,5,1,2,2,1,0,1,1,0,9,0,1,0,1
390,0,1,5,1,2,2,1,0,2,2,0,11,0,3,0,1
390,0,2,5,2,2,2,1,0,0,0,0,11,0,1,0,1
390,1,2,6,2,2,1,1,0,3,1,0,7,0,1,0,1
392,0,5,8,4,2,2,1,0,0,0,0,6,1,3,1,2
392,0,5,9,4,2,2,1,0,0,0,0,6,0,4,1,2
392,0,5,9,4,2,2,1,0,0,0,0,6,0,4,1,2
392,0,5,9,4,2,2,1,0,0,0,0,5,0,4,1,2
394,0,2,4,1,1,0,2,0,0,0,1,7,0,2,0,1
398,0,1,6,1,1,0,2,0,0,0,1,8,1,1,1,1
398,0,1,6,1,1,0,2,0,0,0,1,7,0,1,1,1
398,0,2,7,1,2,1,2,0,0,0,1,6,0,1,1,1
402,0,2,5,1,2,2,1,0,0,0,1,7,11,3,2,1
402,0,3,5,2,2,2,1,0,0,0,1,6,9,1,2,1
402,0,3,6,2,2,2,1,0,0,0,1,6,9,4,2,1
402,0,3,6,2,3,0,1,0,0,0,1,4,15,1,2,1
403,0,6,11,6,5,0,1,0,0,0,1,8,0,1,0,1
403,0,7,11,6,5,1,1,0,0,0,1,7,1,1,0,1
405,0,2,4,1,1,2,1,0,0,0,1,7,2,1,1,1
405,0,2,4,1,1,2,1,0,0,0,1,7,0,2,1,1
405,0,2,5,1,1,2,1,0,0,0,1,8,2,2,1,1
408,0,4,8,4,2,2,1,0,0,0,1,6,4,1,0,1
408,0,4,8,4,2,2,1,0,0,0,1,6,2,2,0,1
408,0,4,9,4,3,2,1,0,0,0,1,6,6,1,0,1
408,0,4,9,4,3,2,1,0,0,0,1,6,2,1,0,1
409,0,5,12,5,2,1,1,0,0,0,1,6,1,1,1,1
409,0,6,12,5,2,1,1,0,0,0,1,6,8,2,1,1
409,0,6,13,5,2,1,1,0,0,0,1,6,4,1,1,1
410,0,4,7,4,3,2,2,0,0,0,0,6,2,3,0,1
410,0,4,7,4,4,2,2,0,0,0,0,6,1,3,0,1
410,0,4,8,4,4,2,2,0,0,0,0,6,1,1,0,1
410,0,4,8,4,4,2,2,0,0,0,0,4,1,0,0,1
412,0,4,9,4,2,3,1,0,0,0,1,5,0,1,0,2
412,0,5,10,5,1,3,1,0,0,0,1,6,1,1,0,2
412,0,5,10,5,1,3,1,0,0,0,1,6,1,1,0,2
412,0,5,10,5,1,3,1,0,0,0,1,3,1,2,0,2
413,0,1,2,1,1,0,2,1,0,0,1,5,0,0,0,1
413,0,1,2,1,1,0,2,1,0,0,1,5,1,2,0,1
413,0,1,3,1,2,0,2,1,0,0,1,6,1,1,0,1
413,0,2,3,2,1,0,2,1,0,0,1,6,1,0,0,1
414,0,3,6,3,4,1,1,0,0,0,1,6,11,1,1,1
414,0,3,6,3,1,1,1,0,0,0,1,6,10,4,1,1
414,0,3,7,3,1,1,1,0,0,0,1,6,15,4,1,1
414,0,3,7,3,1,1,1,0,0,0,1,5,9,1,1,1
418,1,2,4,1,1,0,2,0,0,0,0,8,1,3,1,1
420,0,7,12,7,2,0,2,0,0,0,1,5,0,0,0,2
420,1,7,13,7,2,0,2,0,0,0,1,7,0,1,0,2
421,0,3,5,3,1,0,2,0,0,0,1,6,0,3,0,1
421,0,3,5,3,1,0,2,0,0,0,1,6,1,1,0,1
421,0,3,6,3,1,0,2,0,0,0,1,6,2,1,0,1
421,0,3,6,3,2,0,2,0,0,0,1,6,2,1,0,1
424,0,4,8,4,2,0,2,0,0,0,0,9,0,1,1,2
424,0,4,9,4,2,0,2,0,0,0,0,5,0,2,1,2
424,0,5,9,4,2,0,2,0,0,0,0,6,0,3,1,2
424,0,5,9,4,2,0,2,0,0,0,0,5,0,8,1,2
425,0,2,4,1,1,2,1,0,0,0,1,5,13,1,1,1
425,0,2,4,1,1,2,1,0,0,0,1,6,15,2,1,1
425,0,2,4,2,1,2,1,0,0,0,1,8,8,2,1,1
425,0,2,5,2,1,2,1,0,0,0,1,8,8,2,1,1
426,0,2,4,2,3,0,2,1,0,0,1,6,1,3,0,1
426,0,2,4,2,1,0,2,1,0,0,1,6,1,3,0,1
426,0,2,4,2,1,1,2,1,0,0,1,6,4,2,0,1
426,0,2,5,2,1,0,2,1,0,0,1,6,3,6,0,1
428,1,1,2,1,1,0,2,1,0,0,1,6,0,1,0,1
429,0,1,3,1,1,0,2,1,0,0,1,5,0,1,0,1
429,0,1,3,1,2,0,2,1,0,0,1,6,0,1,0,1
429,0,2,4,2,2,0,1,1,0,0,1,6,0,1,0,1
429,0,2,4,2,2,0,1,1,0,0,1,6,4,1,0,1
430,0,3,7,2,2,0,1,0,0,0,0,10,1,3,1,1
430,0,3,7,3,2,0,1,0,0,0,0,10,2,2,1,1
430,0,3,7,3,2,0,1,0,0,0,0,8,4,1,1,1
430,0,3,8,3,3,0,1,0,0,0,0,8,0,1,1,1
431,0,4,8,4,3,2,1,0,0,0,0,10,0,1,1,1
431,0,4,8,4,4,2,1,0,0,0,0,11,0,1,1,1
431,0,4,8,4,4,2,1,0,1,1,0,11,1,1,1,1
431,1,5,9,4,4,2,1,0,1,2,0,11,0,1,1,1
435,0,2,5,2,2,0,2,0,0,0,1,10,5,1,1,1
435,0,3,5,3,2,0,2,0,0,0,1,6,8,0,1,1
435,0,3,6,3,2,0,2,0,0,0,1,6,10,1,1,1
435,0,3,6,3,3,0,2,0,0,0,1,6,9,1,1,1
436,0,2,4,1,1,0,1,0,0,0,1,7,0,2,1,1
436,1,2,4,1,2,2,1,0,0,0,1,7,0,3,1,1
438,0,5,9,5,2,2,1,0,0,0,1,6,1,3,0,1
438,0,5,10,5,1,2,1,0,0,0,1,6,1,3,0,1
438,0,6,10,6,1,2,1,0,0,0,1,6,2,0,0,1
438,0,6,10,6,1,2,1,0,0,0,1,3,1,1,0,1
439,0,3,9,1,2,2,1,0,0,0,1,6,1,2,1,1
439,0,3,9,2,2,3,1,0,0,0,1,7,0,1,1,1
439,0,4,9,2,2,3,1,0,0,0,1,5,0,1,1,1
439,0,4,10,2,3,3,1,0,0,0,1,6,0,1,1,1
442,0,1,3,1,2,0,2,1,0,0,1,7,1,2,0,1
442,0,1,3,1,2,1,2,1,0,0,1,6,2,3,0,1
442,0,2,4,2,2,1,2,1,0,0,1,11,2,2,0,1
442,1,2,4,2,3,2,2,1,0,0,1,9,2,2,0,1
447,0,5,10,4,3,2,1,0,0,0,1,6,1,2,1,1
447,0,5,10,4,3,2,1,0,0,0,1,7,1,2,1,1
448,0,2,5,1,1,1,2,0,0,0,1,7,2,4,1,1
448,0,2,5,2,1,1,2,0,0,0,1,10,1,3,1,1
448,0,3,6,2,1,2,1,0,0,0,1,8,1,3,1,1
448,0,3,6,2,2,2,1,0,0,0,1,9,3,3,1,1
452,0,3,7,3,4,1,1,0,0,0,0,6,1,1,1,1
452,0,3,7,3,4,1,1,0,0,0,0,5,2,2,1,1
452,0,3,8,3,1,2,1,0,0,0,0,6,0,3,1,1
454,0,2,5,2,2,1,1,1,0,0,1,6,0,3,0,1
454,1,3,5,3,2,1,1,1,0,0,1,6,0,0,0,1
455,0,2,5,2,3,2,1,0,0,0,1,8,2,2,1,1
455,0,2,5,2,3,2,1,0,0,0,1,7,1,4,1,1
455,0,2,6,2,3,2,1,0,0,0,1,7,1,4,1,1
455,0,3,6,3,4,2,1,0,0,0,1,7,2,2,1,1
456,0,2,4,2,1,1,2,1,0,0,1,8,0,0,0,1
456,0,2,4,2,1,1,2,1,0,0,1,7,1,3,0,1
456,0,2,4,2,1,2,2,1,0,0,1,9,0,2,0,1
456,0,2,5,2,1,2,1,1,0,0,1,9,0,2,0,1
458,0,2,5,2,1,0,1,1,0,0,1,6,0,1,0,1
458,0,3,5,3,2,1,1,1,0,0,1,6,0,3,0,1
458,0,3,6,3,2,1,1,1,0,0,1,6,0,3,0,1
458,0,3,6,3,2,0,1,1,0,0,1,5,0,2,0,1
462,0,3,7,3,4,0,1,1,0,0,1,7,0,1,0,1
462,0,3,7,3,4,0,1,1,0,0,1,6,0,2,0,1
462,0,3,7,3,4,0,1,1,0,0,1,6,8,2,0,1
462,0,3,8,3,4,1,1,1,0,0,1,6,3,2,0,1
463,0,2,5,2,3,1,1,0,0,0,0,3,11,1,1,1
463,0,3,5,2,3,0,1,0,0,0,0,3,0,0,1,1
463,1,3,5,3,4,1,1,0,0,0,0,6,0,1,1,1
465,0,4,11,4,3,2,1,0,0,0,1,6,0,2,1,1
465,0,5,11,4,3,2,1,0,0,0,1,6,1,1,1,1
465,0,5,12,4,3,2,1,0,0,0,1,6,0,1,1,1
465,0,5,12,4,4,2,1,0,0,0,1,4,1,2,1,1
468,0,5,8,4,4,1,1,0,0,0,0,6,6,1,1,1
468,0,5,8,4,4,1,1,0,0,0,0,5,12,2,1,1
468,0,5,9,4,1,1,1,0,0,0,0,6,7,1,1,1
468,0,5,9,5,1,1,1,0,0,0,0,6,7,1,1,1
469,0,3,8,2,2,0,1,0,0,0,1,10,0,1,1,2
469,0,4,8,2,2,2,1,0,0,0,1,9,0,1,1,2
469,0,4,9,2,2,2,1,0,0,0,1,10,0,2,1,2
469,0,4,9,2,3,0,1,0,0,0,1,9,0,3,1,2
470,0,5,7,3,4,1,2,0,0,0,0,6,0,3,2,1
470,0,5,8,4,4,1,2,0,0,0,0,6,0,2,2,1
470,0,5,8,4,5,1,2,0,0,0,0,6,0,2,2,1
470,0,5,8,4,5,1,2,0,0,0,0,6,0,1,2,1
471,0,7,11,7,1,1,1,0,0,0,0,8,0,2,2,2
471,0,7,11,7,2,1,1,0,0,0,0,8,0,1,2,2
471,0,7,12,7,2,1,1,0,0,0,0,9,0,1,2,2
471,0,7,12,7,2,1,1,0,0,0,0,9,0,1,2,2
473,0,2,5,2,2,1,1,0,0,0,1,6,0,1,1,1
473,0,3,5,2,2,2,1,0,0,0,1,8,0,1,1,1
473,1,3,6,3,3,2,1,0,0,0,1,10,0,1,1,1
474,0,2,4,2,3,0,2,0,0,0,0,6,1,1,0,1
474,1,2,5,2,1,0,2,0,0,0,0,8,1,2,0,1
475,0,7,11,6,3,0,1,0,0,0,0,6,1,3,1,1
475,0,7,12,6,3,0,1,0,0,0,0,6,0,5,1,1
475,0,7,12,6,3,0,1,0,0,0,0,6,1,3,1,1
475,0,7,12,7,4,0,1,0,0,0,0,4,1,2,1,1
476,1,1,2,1,1,0,2,1,0,0,1,6,0,2,0,1
477,0,6,10,6,6,2,1,0,0,0,1,6,0,1,1,1
477,0,6,11,6,7,2,1,0,0,0,1,7,0,0,1,1
477,0,7,11,6,7,2,1,0,0,0,1,6,0,0,1,1
477,0,7,11,6,7,2,1,0,0,0,1,3,0,1,1,1
478,0,3,6,1,1,0,1,0,0,0,0,8,0,2,1,1
478,0,3,6,1,2,0,1,0,0,0,0,9,0,1,1,1
478,0,3,6,1,2,0,1,0,0,0,0,9,0,2,1,1
479,0,1,5,1,2,0,2,1,0,0,1,7,11,2,0,1
479,0,2,5,2,2,0,2,1,0,0,1,7,8,2,0,1
479,0,2,5,2,2,0,2,1,0,0,1,7,5,3,0,1
479,0,2,6,2,3,1,2,1,0,0,1,7,8,2,0,1
483,0,1,3,1,1,0,2,0,0,0,0,6,1,1,1,2
484,0,4,8,4,4,3,1,0,0,0,1,6,1,1,0,1
484,0,4,9,4,4,3,1,0,0,0,1,7,0,1,0,1
484,0,4,9,4,4,3,1,0,0,0,1,7,1,1,0,1
484,0,5,9,5,5,2,1,0,0,0,1,6,1,2,0,1
486,0,3,8,1,1,2,1,0,0,0,1,5,0,6,1,1
486,0,4,8,1,2,2,1,0,0,0,1,6,0,2,1,1
486,0,4,8,1,2,2,1,0,0,0,1,7,0,4,1,1
488,0,5,8,4,1,2,1,0,0,0,0,6,0,2,1,2
488,0,5,9,4,2,2,1,0,0,0,0,6,0,1,1,2
488,0,5,9,4,2,1,1,0,0,0,0,6,0,1,1,2
488,0,5,9,5,2,1,1,0,0,0,0,6,0,2,1,2
489,0,2,5,2,2,1,1,0,0,0,1,9,0,2,1,1
489,0,3,6,2,3,2,1,0,0,0,1,4,0,3,1,1
489,0,3,6,2,3,2,1,0,0,0,1,4,0,0,1,1
489,0,3,6,2,3,2,1,0,0,0,1,6,1,2,1,1
494,0,2,7,1,2,1,1,0,0,0,0,8,5,3,1,1
494,0,2,8,1,1,1,1,0,0,0,0,8,6,2,1,1
494,0,3,8,2,1,1,1,0,0,0,0,7,13,2,1,1
494,0,3,8,2,1,1,1,0,0,0,0,7,11,5,1,1
496,0,3,5,2,1,2,1,0,1,0,0,7,3,1,1,2
496,0,3,6,2,1,2,1,0,0,0,0,7,3,1,1,2
496,0,3,6,2,1,2,1,0,0,0,0,6,4,2,1,2
496,0,3,6,3,2,2,1,0,0,0,0,5,7,2,1,2
497,0,7,12,7,6,1,1,0,0,0,1,6,3,0,1,1
497,0,8,13,7,6,1,1,0,0,0,1,6,5,2,1,1
498,0,2,4,2,2,0,2,0,0,0,1,5,0,1,0,1
498,0,2,4,2,3,0,2,0,0,0,1,6,0,1,0,1
498,0,2,5,2,3,0,2,0,0,0,1,6,0,2,0,1
498,0,2,5,2,1,0,2,0,0,0,1,6,1,1,0,1
499,0,4,6,3,1,2,1,0,0,0,1,6,15,5,1,1
499,0,4,7,3,2,2,1,0,0,0,1,6,15,1,1,1
499,0,4,7,4,2,2,1,0,0,0,1,7,15,0,1,1
499,0,4,7,4,2,2,1,0,0,0,1,7,15,0,1,1
503,0,1,6,1,1,1,1,1,0,0,1,6,0,1,0,1
503,0,2,6,2,1,1,1,1,0,0,1,6,0,1,0,1
503,0,2,6,2,1,2,1,1,0,0,1,6,1,3,0,1
503,0,2,7,2,2,2,1,1,0,0,1,6,0,1,0,1
505,0,4,10,4,5,2,1,0,0,0,1,4,6,1,1,1
505,0,4,10,4,5,2,1,0,0,0,1,4,0,1,1,1
